# theta1,theta2 in radians, 100 Hz
-1.0156425812,1.4438484175
-1.0156423669,1.4438484175
-1.0156421526,1.4438484175
-1.0156419383,1.4438484175
-1.0156417240,1.4438484175
-1.0156415098,1.4438484175
-1.0156412955,1.4438484175
-1.0156410812,1.4438484175
-1.0156408669,1.4438484175
-1.0156406526,1.4438484175
-1.0156404383,1.4438484175
-1.0156402240,1.4438484175
-1.0156400098,1.4438484175
-1.0156397955,1.4438484175
-1.0156395812,1.4438484175
-1.0156393669,1.4438484175
-1.0156391526,1.4438484175
-1.0156389383,1.4438484175
-1.0156387240,1.4438484175
-1.0156385098,1.4438484175
-1.0156382955,1.4438484175
-1.0156380812,1.4438484175
-1.0156378669,1.4438484175
-1.0156376526,1.4438484175
-1.0156374383,1.4438484175
-1.0156372240,1.4438484175
-1.0156370098,1.4438484175
-1.0156367955,1.4438484175
-1.0156365812,1.4438484175
-1.0156363669,1.4438484175
-1.0156361526,1.4438484175
-1.0156359383,1.4438484175
-1.0156357240,1.4438484175
-1.0156355098,1.4438484175
-1.0156352955,1.4438484175
-1.0156350812,1.4438484175
-1.0156348669,1.4438484175
-1.0156346526,1.4438484175
-1.0156344383,1.4438484175
-1.0156342240,1.4438484175
-1.0156340098,1.4438484175
-1.0156337955,1.4438484175
-1.0156335812,1.4438484175
-1.0156333669,1.4438484175
-1.0156331526,1.4438484175
-1.0156329383,1.4438484175
-1.0156327240,1.4438484175
-1.0156325098,1.4438484175
-1.0156322955,1.4438484175
-1.0156320812,1.4438484175
-1.0156318669,1.4438484175
-1.0156316526,1.4438484175
-1.0156314383,1.4438484175
-1.0156312240,1.4438484175
-1.0156310098,1.4438484175
-1.0156307955,1.4438484175
-1.0156305812,1.4438484175
-1.0156303669,1.4438484175
-1.0156301526,1.4438484175
-1.0156299383,1.4438484175
-1.0156297240,1.4438484175
-1.0156295098,1.4438484175
-1.0156292955,1.4438484175
-1.0156290812,1.4438484175
-1.0156288669,1.4438484175
-1.0156286526,1.4438484175
-1.0156284383,1.4438484175
-1.0156282240,1.4438484175
-1.0156280098,1.4438484175
-1.0156277955,1.4438484175
-1.0156275812,1.4438484175
-1.0156273669,1.4438484175
-1.0156271526,1.4438484175
-1.0156269383,1.4438484175
-1.0156267240,1.4438484175
-1.0156265098,1.4438484175
-1.0156262955,1.4438484175
-1.0156260812,1.4438484175
-1.0156258669,1.4438484175
-1.0156256526,1.4438484175
-1.0156254383,1.4438484175
-1.0156252240,1.4438484175
-1.0156250098,1.4438484175
-1.0156247955,1.4438484175
-1.0156245812,1.4438484175
-1.0156243669,1.4438484175
-1.0156241526,1.4438484175
-1.0156239383,1.4438484175
-1.0156237240,1.4438484175
-1.0156235098,1.4438484175
-1.0156232955,1.4438484175
-1.0156230812,1.4438484175
-1.0156228669,1.4438484175
-1.0156226526,1.4438484175
-1.0156224383,1.4438484175
-1.0156222240,1.4438484175
-1.0156220098,1.4438484175
-1.0156217955,1.4438484175
-1.0156215812,1.4438484175
-1.0156213669,1.4438484175
-1.0156211526,1.4438484175
-1.0156209383,1.4438484175
-1.0156207240,1.4438484175
-1.0156205098,1.4438484175
-1.0156202955,1.4438484175
-1.0156200812,1.4438484175
-1.0156198669,1.4438484175
-1.0156196526,1.4438484175
-1.0156194383,1.4438484175
-1.0156192240,1.4438484175
-1.0156190098,1.4438484175
-1.0156187955,1.4438484175
-1.0156185812,1.4438484175
-1.0156183669,1.4438484175
-1.0156181526,1.4438484175
-1.0156179383,1.4438484175
-1.0156177240,1.4438484175
-1.0156175098,1.4438484175
-1.0156172955,1.4438484175
-1.0156170812,1.4438484175
-1.0156168669,1.4438484175
-1.0156166526,1.4438484175
-1.0156164383,1.4438484175
-1.0156162240,1.4438484175
-1.0156160098,1.4438484175
-1.0156157955,1.4438484175
-1.0156155812,1.4438484175
-1.0156153669,1.4438484175
-1.0156151526,1.4438484175
-1.0156149383,1.4438484175
-1.0156147240,1.4438484175
-1.0156145098,1.4438484175
-1.0156142955,1.4438484175
-1.0156140812,1.4438484175
-1.0156138669,1.4438484175
-1.0156136526,1.4438484175
-1.0156134383,1.4438484175
-1.0156132240,1.4438484175
-1.0156130098,1.4438484175
-1.0156127955,1.4438484175
-1.0156125812,1.4438484175
-1.0156123669,1.4438484175
-1.0156121526,1.4438484175
-1.0156119383,1.4438484175
-1.0156117240,1.4438484175
-1.0156115098,1.4438484175
-1.0156112955,1.4438484175
-1.0156110812,1.4438484175
-1.0156108669,1.4438484175
-1.0156106526,1.4438484175
-1.0156104383,1.4438484175
-1.0156102240,1.4438484175
-1.0156100098,1.4438484175
-1.0156097955,1.4438484175
-1.0156095812,1.4438484175
-1.0156093669,1.4438484175
-1.0156091526,1.4438484175
-1.0156089383,1.4438484175
-1.0156087240,1.4438484175
-1.0156085098,1.4438484175
-1.0156082955,1.4438484175
-1.0156080812,1.4438484175
-1.0156078669,1.4438484175
-1.0156076526,1.4438484175
-1.0156074383,1.4438484175
-1.0156072240,1.4438484175
-1.0156070098,1.4438484175
-1.0156067955,1.4438484175
-1.0156065812,1.4438484175
-1.0156063669,1.4438484175
-1.0156061526,1.4438484175
-1.0156059383,1.4438484175
-1.0156057240,1.4438484175
-1.0156055098,1.4438484175
-1.0156052955,1.4438484175
-1.0156050812,1.4438484175
-1.0156048669,1.4438484175
-1.0156046526,1.4438484175
-1.0156044383,1.4438484175
-1.0156042240,1.4438484175
-1.0156040098,1.4438484175
-1.0156037955,1.4438484175
-1.0156035812,1.4438484175
-1.0156033669,1.4438484175
-1.0156031526,1.4438484175
-1.0156029383,1.4438484175
-1.0156027240,1.4438484175
-1.0156025098,1.4438484175
-1.0156022955,1.4438484175
-1.0156020812,1.4438484175
-1.0156018669,1.4438484175
-1.0156016526,1.4438484175
-1.0156014383,1.4438484175
-1.0156012240,1.4438484175
-1.0156010098,1.4438484175
-1.0156007955,1.4438484175
-1.0156005812,1.4438484175
-1.0154790312,1.4438488175
-1.0153574812,1.4438492175
-1.0152359312,1.4438496175
-1.0151143812,1.4438500175
-1.0149928312,1.4438504175
-1.0148712812,1.4438508175
-1.0147497312,1.4438512175
-1.0146281812,1.4438516175
-1.0145066312,1.4438520175
-1.0143850812,1.4438524175
-1.0142635312,1.4438528175
-1.0141419812,1.4438532175
-1.0140204312,1.4438536175
-1.0138988812,1.4438540175
-1.0137773312,1.4438544175
-1.0136557812,1.4438548175
-1.0135342312,1.4438552175
-1.0134126812,1.4438556175
-1.0132911312,1.4438560175
-1.0131695812,1.4438564175
-1.0127782312,1.4438572675
-1.0123868812,1.4438581175
-1.0119955312,1.4438589675
-1.0116041812,1.4438598175
-1.0112128312,1.4438606675
-1.0108214812,1.4438615175
-1.0104301312,1.4438623675
-1.0100387812,1.4438632175
-1.0096474312,1.4438640675
-1.0092560812,1.4438649175
-1.0088647312,1.4438657675
-1.0084733812,1.4438666175
-1.0080820312,1.4438674675
-1.0076906812,1.4438683175
-1.0072993312,1.4438691675
-1.0069079812,1.4438700175
-1.0065166312,1.4438708675
-1.0061252812,1.4438717175
-1.0057339312,1.4438725675
-1.0053425812,1.4438734175
-1.0048032812,1.4438741675
-1.0042639812,1.4438749175
-1.0037246812,1.4438756675
-1.0031853812,1.4438764175
-1.0026460812,1.4438771675
-1.0021067812,1.4438779175
-1.0015674812,1.4438786675
-1.0010281812,1.4438794175
-1.0004888812,1.4438801675
-0.9999495812,1.4438809175
-0.9994102812,1.4438816675
-0.9988709812,1.4438824175
-0.9983316812,1.4438831675
-0.9977923812,1.4438839175
-0.9972530812,1.4438846675
-0.9967137812,1.4438854175
-0.9961744812,1.4438861675
-0.9956351812,1.4438869175
-0.9950958812,1.4438876675
-0.9945565812,1.4438884175
-0.9938481075,1.4438891544
-0.9931396338,1.4438898912
-0.9924311601,1.4438906280
-0.9917226865,1.4438913649
-0.9910142128,1.4438921017
-0.9903057391,1.4438928386
-0.9895972654,1.4438935754
-0.9888887917,1.4438943123
-0.9881803180,1.4438950491
-0.9874718444,1.4438957859
-0.9867633707,1.4438965228
-0.9860548970,1.4438972596
-0.9853464233,1.4438979965
-0.9846379496,1.4438987333
-0.9839294759,1.4438994702
-0.9832210022,1.4439002070
-0.9825125286,1.4439009438
-0.9818040549,1.4439016807
-0.9810955812,1.4439024175
-0.9803522812,1.4442861675
-0.9796089812,1.4446699175
-0.9788656812,1.4450536675
-0.9781223812,1.4454374175
-0.9773790812,1.4458211675
-0.9766357812,1.4462049175
